2383,4753
7688,6246
4387,3077
5529,6907
2913,6709
6598,4253
3165,3728
5728,2568
5618,4178
6634,5942
6927,5402
3582,5448
6737,7049
9344,8190
1579,9205
4212,4206
5345,3194
7919,4522
2098,3739
4686,4570
3508,6272
3603,3353
4773,3433
2141,5401
3920,8304
7858,4972
6100,7342
4571,5802
2659,3615
2771,5119
7279,824
5982,5533
5910,6151
7120,6005
8878,3403
7497,6728
2761,4154
6654,4982
6755,7560
3574,3640
5494,1672
4985,3962
777,6976
5768,3008
5068,2867
5396,3421
2846,5511
3785,4800
6156,4610
3113,3200
7083,3782
3551,4381
3155,7001
6610,6452
4652,4081
7263,4680
4238,3717
4301,6562
3349,4411
5804,3706
7880,5502
2217,6350
6049,6731
