5279,4073
5905,7824
2171,4607
6893,4952
3654,5856
3583,3361
7317,6107
4328,3516
1971,5915
5241,3016
7570,4377
6315,6436
2697,3659
9941,8065
1579,9205
3785,4800
6766,4029
3011,6554
6206,7320
6356,5950
3583,4008
7261,5794
5494,1672
3337,4149
5680,3604
2869,5736
4337,4306
6709,6854
5843,5284
4149,6526
5575,6548
7517,5485
5155,3615
2980,3282
4064,3091
2675,5172
5908,3038
1507,7337
4860,3679
2060,3832
7053,4296
4135,4244
7279,824
8878,3403
4842,3271
8173,6422
4375,5548
6718,7648
5704,6937
2731,4161
2434,6392
4133,3887
4134,6023
9129,8792
3589,7110
3920,8304
2141,5401
7157,6521
5369,3022
7099,5019
5728,2568
3440,5291
7178,7097
6291,5285
5920,6049
6371,4854
6049,6731
6686,7146
5928,4755
3457,4600
7533,5657
3398,6242
6919,5778
7858,4972
4321,2900
2821,3688
5046,4108
4448,4741
2217,6350
5982,5533
7257,4100
3502,5567
4746,4495
3905,3726
2259,3983
4624,1388
8059,3797
4967,2908
5523,7318
5438,3334
7016,6166
7400,6525
777,6976
2871,3053
3763,3117
6168,3774
3863,6417
7631,6324
4655,6042
3045,4370
5446,3799
4404,6780
6466,6133
1542,5563
6619,5518
5255,3724
4772,3993
7009,5151
1418,8847
5706,4583
6756,4531
5675,3364
2392,3485
6316,5018
3165,3728
6403,7716
4016,5612
4773,3433
6199,8080
2505,5821
2862,5270
3127,4971
4405,3898
7485,4523
2791,6907
3751,5049
8303,5693
3275,3465
5107,4582
6041,2668
6373,4295
4980,3396
6789,5294
2340,5071
6192,5628
6833,3542
7958,6957
6257,6792
7512,5860
3921,4227
5987,7123
5470,3540
9344,8190
6800,6591
3188,5989
7919,4522
4284,4140
7225,4662
3606,6909
5289,2628
4182,4681
3026,4602
2819,3983
2413,4218
3369,5558
7815,5511
3200,3270
4603,3490
4582,3725
